iter	Passed	Remaining
1663	106051	21414
1664	106107	21348
1665	106165	21284
1666	106224	21219
1667	106300	21158
1668	106359	21093
1669	106414	21028
1670	106486	20965
1671	106545	20901
1672	106604	20836
1673	106659	20771
1674	106726	20708
1675	106790	20644
1676	106848	20579
1677	106910	20515
1678	106975	20452
1679	107033	20387
1680	107086	20321
1681	107146	20257
1682	107211	20193
1683	107267	20128
1684	107326	20064
1685	107388	19999
1686	107445	19935
1687	107507	19871
1688	107560	19805
1689	107627	19742
1690	107696	19679
1691	107758	19615
1692	107814	19550
1693	107878	19486
1694	107942	19423
1695	108006	19359
1696	108068	19295
1697	108124	19230
1698	108192	19167
1699	108254	19103
1700	108314	19039
1701	108374	18975
1702	108450	18913
1703	108509	18849
1704	108567	18784
1705	108625	18719
1706	108690	18656
1707	108756	18592
1708	108812	18528
1709	108867	18462
1710	108933	18399
1711	108990	18334
1712	109045	18269
1713	109102	18204
1714	109167	18141
1715	109224	18076
1716	109285	18012
1717	109346	17948
1718	109409	17884
1719	109469	17820
1720	109528	17756
1721	109583	17691
1722	109648	17627
1723	109706	17563
1724	109764	17498
1725	109820	17433
1726	109888	17370
1727	109949	17306
1728	110002	17241
1729	110057	17176
1730	110119	17112
1731	110177	17048
1732	110237	16984
1733	110290	16918
1734	110356	16855
1735	110419	16791
1736	110476	16727
1737	110534	16662
1738	110600	16599
1739	110661	16535
1740	110715	16470
1741	110790	16408
1742	110903	16352
1743	110976	16290
1744	111043	16226
1745	111098	16162
1746	111165	16098
1747	111226	16034
1748	111295	15972
1749	111352	15907
1750	111419	15844
1751	111481	15780
1752	111536	15715
1753	111601	15652
1754	111677	15590
1755	111734	15525
1756	111797	15462
1757	111866	15399
1758	111950	15338
1759	112008	15273
1760	112063	15209
1761	112120	15144
1762	112177	15079
1763	112233	15015
1764	112288	14950
1765	112343	14885
1766	112410	14822
1767	112491	14761
1768	112572	14699
1769	112645	14637
1770	112703	14573
1771	112761	14508
1772	112825	14445
1773	112887	14381
1774	112948	14317
1775	113005	14252
1776	113061	14188
1777	113116	14123
1778	113172	14059
1779	113230	13994
1780	113291	13930
1781	113360	13867
1782	113429	13804
1783	113503	13742
1784	113564	13678
1785	113632	13615
1786	113692	13551
1787	113747	13486
1788	113817	13423
1789	113885	13360
1790	113951	13297
1791	114011	13233
1792	114069	13169
1793	114128	13105
1794	114193	13041
1795	114252	12977
1796	114324	12914
1797	114403	12852
1798	114482	12791
1799	114569	12729
1800	114645	12667
1801	114704	12603
1802	114768	12539
1803	114833	12476
1804	114903	12413
1805	114964	12349
1806	115023	12285
1807	115077	12220
1808	115141	12157
1809	115199	12092
1810	115251	12027
1811	115306	11963
1812	115368	11899
1813	115434	11836
1814	115489	11771
1815	115549	11707
1816	115614	11644
1817	115670	11579
1818	115729	11515
1819	115800	11452
1820	115868	11389
1821	115925	11325
1822	115980	11260
1823	116039	11196
1824	116098	11132
1825	116167	11069
1826	116224	11005
1827	116280	10941
1828	116345	10877
1829	116401	10813
1830	116455	10748
1831	116516	10684
1832	116585	10621
1833	116652	10558
1834	116713	10494
1835	116775	10430
1836	116843	10367
1837	116901	10303
1838	116955	10239
1839	117009	10174
1840	117067	10110
1841	117128	10046
1842	117188	9982
1843	117242	9918
1844	117304	9854
1845	117364	9790
1846	117419	9726
1847	117476	9662
1848	117531	9598
1849	117593	9534
1850	117650	9470
1851	117707	9406
1852	117770	9342
1853	117827	9278
1854	117890	9215
1855	117944	9150
1856	118008	9087
1857	118075	9024
1858	118133	8960
1859	118188	8895
1860	118254	8832
1861	118318	8769
1862	118377	8705
1863	118434	8641
1864	118499	8577
1865	118559	8513
1866	118614	8449
1867	118667	8385
1868	118721	8321
1869	118783	8257
1870	118843	8193
1871	118902	8130
1872	118953	8065
1873	119019	8002
1874	119076	7938
1875	119131	7874
1876	119186	7810
1877	119257	7747
1878	119315	7683
1879	119371	7619
1880	119428	7555
1881	119496	7492
1882	119555	7428
1883	119612	7364
1884	119674	7301
1885	119736	7237
1886	119793	7173
1887	119845	7109
1888	119902	7045
1889	119970	6982
1890	120027	6918
1891	120090	6855
1892	120145	6791
1893	120204	6727
1894	120265	6663
1895	120322	6599
1896	120376	6535
1897	120446	6472
1898	120499	6408
1899	120552	6344
1900	120606	6280
1901	120659	6216
1902	120724	6153
1903	120784	6089
1904	120842	6026
1905	120894	5962
1906	120965	5899
1907	121023	5835
1908	121081	5771
1909	121138	5708
1910	121203	5644
1911	121260	5581
1912	121318	5517
1913	121376	5453
1914	121444	5390
1915	121503	5326
1916	121563	5263
1917	121617	5199
1918	121690	5136
1919	121750	5072
1920	121807	5009
1921	121869	4945
1922	121933	4882
1923	121989	4818
1924	122050	4755
1925	122102	4691
1926	122166	4627
1927	122224	4564
1928	122278	4500
1929	122330	4436
1930	122397	4373
1931	122454	4309
1932	122509	4246
1933	122561	4182
1934	122626	4119
1935	122683	4055
1936	122744	3992
1937	122796	3928
1938	122860	3865
1939	122924	3801
1940	122977	3738
1941	123032	3674
1942	123094	3611
1943	123152	3547
1944	123212	3484
1945	123270	3420
1946	123338	3357
1947	123400	3294
1948	123454	3230
1949	123511	3166
1950	123571	3103
1951	123640	3040
1952	123695	2976
1953	123754	2913
1954	123827	2850
1955	123879	2786
1956	123934	2723
1957	123992	2659
1958	124060	2596
1959	124114	2532
1960	124169	2469
1961	124227	2406
1962	124286	2342
1963	124347	2279
1964	124406	2215
1965	124464	2152
1966	124529	2089
1967	124587	2025
1968	124648	1962
1969	124704	1899
1970	124787	1836
1971	124842	1772
1972	124900	1709
1973	124953	1645
1974	125017	1582
1975	125078	1519
1976	125137	1455
1977	125190	1392
1978	125257	1329
1979	125315	1265
1980	125373	1202
1981	125427	1139
1982	125488	1075
1983	125549	1012
1984	125605	949
1985	125661	885
1986	125731	822
1987	125786	759
1988	125842	695
1989	125904	632
1990	125973	569
1991	126033	506
1992	126090	442
1993	126147	379
1994	126211	316
1995	126272	253
1996	126328	189
1997	126383	126
1998	126446	63
1999	126509	0
